Título,Data,Visitas,Votos
É possível criar um arquivo virtual no Python?,23/05/20 às 22:04,43.0,-2
Como posso escrever um loop para calcular cada valor de uma lista que não seja pré-definida,12/09/20 às 2:12,43.0,1
Não estou conseguindo achar o maior valor em uma lista com valores aleatórios,24/05/20 às 2:36,43.0,-1
Ordenação de Chaves usando OrderedDict?,20/12/19 às 13:23,43.0,0
Django HTML não atualiza no browser,23/07/20 às 20:54,43.0,0
ClientException,17/10/18 às 19:40,43.0,0
Não consigo obter XPATH da caixa comentário no YouTube,1/07/19 às 17:39,43.0,1
Format characters não precisam de ser especificadas?,18/03/15 às 16:45,43.0,0
remover duplicados pela prespetiva de tuplos,24/10/19 às 10:27,43.0,0
Regplot com ano no eixo X (Python),2/06/20 às 12:49,43.0,0
duvida text files em python,23/05/19 às 14:43,43.0,0
Encontrar o índice em um vetor de dicionários baseado no valor,14/06/18 às 21:22,43.0,0
Fazer a câmera preencher toda a tela com Python/Kivy,26/03/19 às 20:50,43.0,0
remover listas de um dicionário,7/07/19 às 19:04,43.0,-2
Como obter os dados de uma pagina especifica na web?,17/09/17 às 20:47,43.0,0
Python - Como pegar a data da última atualização do Google Spreasheets?,2/10/20 às 16:42,43.0,0
Como salvar os dados em um arquivo? [fechada],24/07/20 às 18:46,43.0,0
"NameError: name is not defined para vetor já inicializado, como arrumar? [fechada]",31/10/20 às 23:26,43.0,-1
discord.py erro no on_message,6/12/20 às 22:50,43.0,0
"Como posso associar valores digitados e que serão guardados em um vetor, a uma opção de um menu?",2/08/20 às 20:01,43.0,1
Dúvida com o print e com o for [fechada],19/04/20 às 17:46,43.0,2
Passar descriptor por parâmetro para outro descriptor,31/12/18 às 14:14,43.0,2
Iterar sobre um array e salvar em um dict,22/04/19 às 3:44,42.0,0
Como excluir elementos dois array numpy relacionados?,12/05/20 às 17:09,42.0,0
Onde eu adiciono os calculos “.py” na página HTML?,17/03/20 às 13:49,42.0,0
getter-setter error #python,7/04/20 às 19:18,42.0,0
"Erro com np.random.suffle, resultado None",28/05/19 às 19:41,42.0,0
Utilizar R dentro de um .ipynb,21/05/20 às 17:15,42.0,1
Não consigo encontrar o maior valor em um dicionário aleátorio,25/05/20 às 1:04,42.0,-2
Widgets de cabeça para baixo em Kivy,29/02/20 às 17:30,42.0,2
Como puxar uma ForeignKey do models no django?,15/07/20 às 17:27,42.0,1
Gerar histograma em django,4/06/18 às 14:09,42.0,0
Salvar saída de consulta a JSON e contar os resultados [duplicada],22/11/18 às 17:50,42.0,0
Criar uma função que leia uma lista corretamente,16/11/18 às 0:34,42.0,-1
Porque ao importar dados com o Pandas as vírgulas dos números estão sendo apagadas?,1/07/20 às 20:15,42.0,0
"Função logar não acessa o cadastro, que já foi insirido",14/09/20 às 16:04,42.0,-4
Problema com o pyinstaller+ os.getcwd() no MAC OS,13/08/18 às 16:59,42.0,0
"Se uma função é muito extensa, é recomendável dividi-la em outras menores?",5/10/18 às 21:56,42.0,0
Event.key não funciona,18/10/20 às 21:00,42.0,0
Realizar o reshape de arrays diferentes,16/08/19 às 15:57,42.0,-1
"pyodbc.ProgrammingError: ('Invalid parameter type. param-index=0 param-type=WebElement', 'HY105')",18/06/20 às 15:12,42.0,0
Comando semelhante ao Try do python para shellscript?,9/08/20 às 17:14,42.0,-1
Filtrar Dataset a partir de um groupby,3/10/20 às 6:28,42.0,0
Análise de Propensao de Cliente - Servico de agendamento - Variavel_Target,20/09/20 às 3:21,42.0,-4
Dúvida na lógica do script,21/06/18 às 16:10,42.0,1
bug de superposição das threads no python [duplicada],5/06/19 às 0:15,42.0,1
Médias de elementos em varias listas,13/11/18 às 19:27,42.0,0
"Python - Error 34, Result too large",26/03/20 às 17:13,42.0,-1
Problemas para configurar views usando django,11/05/18 às 23:36,42.0,0
TypeError at /export_to_xls/ unorderable types: str() < int() [fechada],28/11/19 às 14:26,42.0,-1
Como posso checar se um elemento de uma lista que corresponde ao valor de um dicionário está relacionado com a chave?,3/12/20 às 18:00,42.0,1
operação com vetores,30/04/18 às 22:35,42.0,0
UnicodeDecodeError: 'utf-8' codec can't decode byte 0xc3 in position xx: unexpected end of data,29/10/20 às 10:47,42.0,0
Acessar dados e alterar csv ou txt com python,24/03/20 às 17:17,42.0,0
Panda não cria novas linhas em Planilha,9/10/19 às 22:56,42.0,1
Como utilizar uma palavra-chave do Python como parâmetro?,17/08/20 às 2:31,42.0,-4
Transformando esse código legível pra Python 3,28/04/18 às 23:30,42.0,0
python com redis,22/05/20 às 23:30,42.0,1
É possivel chamar uma função em python através de uma DLL em C? [fechada],1/12/19 às 2:02,42.0,2
ajuda em ex de python! [fechada],22/10/20 às 0:24,42.0,-1
Não estou conseguindo fazer a listagem para saber quantos produtos foram vendidos e a quantidade,29/11/20 às 18:28,42.0,1
"Executar arquivos Python, usando o python",17/09/20 às 4:44,42.0,0
Ficheiros duplicados,18/01/20 às 17:38,42.0,-3
Procurando string dentro de outra string Python,31/08/20 às 13:16,42.0,0
Loop FOR de tupla dentro outra tupla,19/09/20 às 19:48,42.0,1
Filtrando informação do .JSON,21/04/20 às 2:35,41.0,-2
ola estou com dificuldade em saber vincular uma pergunta com uma resposta de 2 listas separadas (uma lista de perguntas e uma de respostas):,21/08/20 às 21:40,41.0,1
Renomear pastas alterando os caracteres minúsculo para maiúsculo e obter o número total de pastas alteradas,25/10/20 às 17:52,41.0,2
Como organizar a saída que o Python retorna no módulo Pymongo?,23/02/20 às 23:28,41.0,-3
Formatar print de um objeto,20/04/20 às 23:33,41.0,0
Duas duvidas sobre tkinter,31/05/18 às 19:51,41.0,0
chatterbot só entrega um caracter como resposta,26/12/19 às 16:42,41.0,-1
Scripts em paralelo usando Threading - Python,3/12/20 às 19:01,41.0,-2
Ajuda com nested loop,23/04/19 às 0:51,41.0,0
Verificação in-line no Python 3,5/11/19 às 18:57,41.0,-1
Remover quadrados cinzas do meu programa em Tkinter (Python),22/03/19 às 15:23,41.0,0
Como não retornar somente a última frase no for loop?,11/08/20 às 17:58,41.0,1
Como faço para reiniciar a página caso o selenium não encontre o elemento na página?,11/08/20 às 21:24,41.0,-2
Como simplificar esses dois métodos?,4/12/18 às 21:21,41.0,0
"Nesse programa, queria que incluísse na lista final, os números pares da primeira lista e os ímpares da segunda, por que isso não ocorre?(python)",13/08/20 às 22:35,41.0,-2
Identificar correspondência em dataframes [fechada],18/02/20 às 4:23,41.0,1
Problemas ao gerar executável,11/05/17 às 18:21,41.0,0
como salvar escolha do usuario dentro um modal nav-tab,15/01/20 às 13:59,41.0,-1
AttributeError: 'list' object has no attribute 'distancia',5/06/20 às 17:43,41.0,0
Erro na enumeração e print [fechada],5/07/18 às 1:20,41.0,-1
Erro fora do range da lista,14/08/19 às 0:09,41.0,0
Criar 2 arquivos zipados com arquivos de uma pasta,13/08/20 às 17:35,41.0,3
Criar um gráfico de caracteres em python,10/07/20 às 6:09,41.0,1
Como posso escrever os dados gerardos em linhas diferentes?,4/08/19 às 2:06,41.0,0
Erro após atualizar a versão do PIP - Python,13/05/20 às 15:27,41.0,-1
Sistema simples de ganho de experiência em Python,16/11/19 às 15:43,41.0,-2
Python rest_framework como mudar URL?,12/05/20 às 1:56,41.0,0
Erro na classificação de textos com arvore,11/11/17 às 15:48,41.0,2
Como armazenar vários valores lidos do usuário?,25/10/18 às 20:39,41.0,0
Download planilha com Openpyxl,8/11/20 às 2:25,41.0,-1
Procura numero em texto Python [fechada],5/12/19 às 13:35,41.0,1
Problema ao retornar menor caminho - Caixeiro Viajante,11/05/20 às 2:19,41.0,0
Melhorando visual tabela gerada pelo python com django e bootstrap [duplicada],27/05/19 às 14:13,41.0,0
Não consigo executar o Def em Python [fechada],22/07/17 às 0:21,41.0,-2
como acionar uma função via outra função,17/07/20 às 14:09,41.0,0
Problema com Extractall não extraindo exata ocorrência,29/09/20 às 0:02,41.0,0
Como tratar erros de caso o usuário insira um caractere inválido?,18/12/20 às 13:44,41.0,0
Erro ao instalar mysqlclient no MacOs com python 3,5/11/18 às 17:15,41.0,0
Como plotar grafico de barra com matplotlib + Counter(),25/08/20 às 11:57,41.0,0
Python/Smtp - envio de múltiplos emails,13/10/20 às 12:35,41.0,-1
Sem resposta ao tentar rodar proxies em Python,24/03/20 às 16:37,41.0,0
(python) Socket nao conecta com rede externa,27/08/20 às 21:04,41.0,0
Tradução customizada do Humanize Django 2.2.x,29/11/19 às 0:15,41.0,1
Iteração com variável do tipo 'TIME',8/05/18 às 15:35,41.0,0
Reordenar elementos de uma pesquisa na tela,31/10/18 às 15:02,41.0,0
Como limpar linhas no pandas utilizando uma lista como filtro?,3/09/20 às 14:34,41.0,1
Atualizando uma coluna do tipo JSON no Postgres com Python e Psychopg2,24/03/19 às 10:11,41.0,0
Como permitir que o input() receba notação científica em python 3? [fechada],28/12/20 às 23:52,41.0,-2
Como achar um Select sem campo de ID ou NAME,14/02/19 às 13:34,41.0,-1
Excel está travando quando uso xlwings [fechada],25/10/17 às 13:10,41.0,1
Local de dowload - Selenium Firefox + Python,18/05/20 às 23:18,41.0,0
Problema com a entrada de dados [fechada],28/12/20 às 3:33,41.0,-1
como pegar dados de fora e adicionar em uma função ja existente em Python,27/05/18 às 20:37,41.0,0
"Por algum motivo que eu não sei, esse código está ignorando a parte complexa do gráfico sendo que eu preciso dela. Alguém poderia me ajudar?",1/07/20 às 15:05,41.0,-1
Ler determinadas colunas de arquivo xls em Python com XLRD,4/11/20 às 20:10,41.0,0
Problema com os xticks - matplotlib,2/03/20 às 23:06,41.0,1
Qual é a necessidade dessa variável nesse laço?,23/05/20 às 23:15,40.0,0
WxPython: GetFocusedItem() retornando item mesmo com nada focado,30/03/19 às 3:00,40.0,1
Escrevendo um arquivo csv no Google Drive usando Colab,6/12/20 às 17:40,40.0,0
'UserAdminCreatinForm' object has no attribute 'get' Django,9/10/18 às 19:40,40.0,1
Problema para adicionar dados em um dicionário,20/11/20 às 15:43,40.0,1
"Estou tentando fazer um programa que receba um número n e retorne todos os primos até n, mas não sei o que esta dando errado",21/05/20 às 17:12,40.0,0
OpenCV com Python ocorre um erro “Assertion failed”,16/10/20 às 20:56,40.0,0
Python: Erro no método .write(),30/05/20 às 17:04,40.0,-2
"Erro no libpython, instalando Trac, rodando com o apache 2.4",22/03/16 às 18:22,40.0,1
Como fazer um programa em python capaz de executar o comando ifconfig e que exiba na tela o seu resultado? [fechada],30/05/20 às 14:38,40.0,-1
OpenCV in kivy imagem detector ERRO camera trava [fechada],4/04/20 às 14:15,40.0,1
Leitura tabela em Python com Beautiful Soup [duplicada],22/03/19 às 19:13,40.0,1
"como executar eprimer3 via terminal e através de biopython? não há um problema com o código, mas sim com o comando eprimer3. Sugestões? [fechada]",23/07/17 às 23:25,40.0,1
Como usar o beatifulsoup para procurar determinada palavra na página,19/09/20 às 6:02,40.0,-2
Como imprimo uma tabela com todas as iterações no Python?,21/02/20 às 19:58,40.0,0
Deploy de aplicação python em cluster kubernetes,12/03/19 às 1:39,40.0,0
Interpretação do Dive into Python sobre exceções,23/03/20 às 23:15,40.0,5
Obter o menor valor com o map em um dict,19/11/20 às 13:33,40.0,-2
"Erro no pyautogui, valores",23/10/17 às 15:33,40.0,0
Por que este método me retorna 2?,5/01/18 às 22:00,40.0,1
Erro de execução em inicialização de bibliotecas,4/05/19 às 18:27,40.0,0
Como guardar vários valores lidos para serem usados depois,30/04/20 às 11:44,40.0,1
Caminho de referência à imagem no Label Tkinter,4/11/20 às 19:09,40.0,-2
O Programa não avança,15/05/20 às 2:58,40.0,0
Flask RestFul - obter sub element com reqparse,21/03/20 às 1:02,40.0,0
Variavel soma não pega o valor dentro do laço!,14/09/19 às 2:52,40.0,0
Como criar um tuplo que armazena os detalhes da informação gerada(encomenda)?,1/10/20 às 18:57,40.0,0
Imprimir números primos no intervalo 0-N [duplicada],23/10/20 às 16:59,40.0,-1
Customizar/personalizar legenda do gráfico em Python,6/12/20 às 21:55,40.0,1
Não consegui entender bem como esse código funciona,20/07/20 às 14:50,40.0,1
Editar valor de data dentro de um dataframe [fechada],24/08/20 às 2:18,40.0,0
"Não csg copiar um arquivo e renomeá-lo em seguida( OS, Shutil)",23/06/20 às 18:00,40.0,0
"Django Login com Scrapy, requests e CSRFToken",18/12/19 às 23:18,40.0,0
"Receber e ler um json com lista dentro, python",11/09/20 às 17:44,40.0,0
Criar links que podem ser copiados ou clicados em Tkinter,22/07/20 às 21:02,40.0,0
Qual a diferença entre as funções wraps e update_wrapper do módulo funtools,28/10/18 às 1:25,40.0,0
Python & Arduino - Arduino nao reconhce minha função serial write(),18/04/19 às 17:26,40.0,1
enviar o valor de uma variavel de um programa para outro - python,28/08/20 às 18:10,40.0,0
Try no for - PYTHON [duplicada],11/09/20 às 2:53,40.0,-4
Problemas ao instanciar objetos no python,2/08/20 às 1:34,40.0,1
Inserir o texto em suas devidas células - Python,12/07/20 às 21:59,40.0,1
Entendo uma execução paralela usando _thread. Existe alguma forma mais pythonica de escrever o mesmo código?,7/04/18 às 20:36,40.0,0
openCV - Diferenciar fotos RGB e P&B em um diretório,1/08/19 às 14:06,40.0,0
Como alterar exibição de um SELECT no Python?,7/07/20 às 19:31,40.0,0
Como enviar valor de uma variável para um servidor?,1/04/17 às 18:36,40.0,1
Erro de sintaxe SQL - Python,7/09/20 às 0:10,40.0,0
Programa em Python que gere um quadrado de caracteres com diagonal principal,29/06/20 às 21:15,40.0,1
Como funcionam quantificadores gulosos e não gulosos? [duplicada],28/12/20 às 22:35,40.0,2
Por quê minha matriz está se reescrevendo? [duplicada],25/10/19 às 12:05,40.0,1
Plotar na horizontal (coluna a coluna) - Python,24/07/20 às 19:25,40.0,2
Como achar a acurácia entre duas colunas de um data frame?,15/08/20 às 0:02,40.0,-2
Insert apenas se data não estiver duplicada - Python,25/12/18 às 16:52,40.0,1
Encontrei o erro AttributeError: 'DataFrame' object has no attribute 'media_url' como posso ajustar? obrigada,7/08/19 às 17:50,40.0,1
Como resgatar partes especificas de um txt?,25/04/19 às 11:54,40.0,0
Tkinter - definir master em outro scritp,13/10/19 às 15:18,40.0,3
Webscraping de imagens em comentarios,15/07/19 às 17:11,40.0,0
Relacionamentos Aninhados,18/01/20 às 15:50,40.0,1
Google Cloud Stora - Enviar ficheiros para Bucket,27/01/20 às 22:45,40.0,0
Valor de variável está alterando automaticamente,22/10/20 às 3:22,40.0,0
Imprimir letras que estão fora do collections.Counter,1/12/20 às 14:58,40.0,-1
Como salvar um CSV em memória utilizando Python?,29/12/20 às 17:30,39.0,-1
Dúvida quanto a saída de dados em Python [duplicada],8/10/20 às 18:10,39.0,-5
Como posso fazer isso sem precisar dessa variavel global?,9/06/18 às 15:30,39.0,0
Erro em leitura/manipulação do nome do arquivo: AttributeError: 'list' object has no attribute 'seek',28/09/20 às 17:22,39.0,0
Encapsulamento Python,14/10/20 às 13:31,39.0,0
Como usar uma variável como parte de um comando? [duplicada],16/08/19 às 23:16,39.0,-1
Não está plotando gráfico,27/04/19 às 0:42,39.0,2
Except bugando sem ser chamado,14/05/19 às 3:12,39.0,-1
Exibindo apenas valores inteiros no eixo X em gráfico com matplotlib,27/09/20 às 12:49,39.0,1
Repetição de resultado ao ler xml local,17/06/19 às 23:47,39.0,0
Slider e atualização do gráfico no Python,7/05/20 às 17:48,39.0,1
Módulo nomeado 'tkinter' não encontrado - python,18/08/20 às 23:22,39.0,0
Como posso substituir esta expressão regular utilizando o Beautiful Soup,8/11/19 às 16:50,39.0,0
Python - Como retirar linha no meio dos marcadores e adicionalmente colocar equação da linha de tendência em Python,1/11/20 às 13:20,39.0,1
Django REST Swagger - Gera 2 metodos GET,21/04/19 às 12:16,39.0,0
Gráfico com valores de 2 em 2dB,9/10/17 às 20:35,39.0,0
Um chatbot local pode ser considerado um sistema P2P?,28/11/19 às 5:48,39.0,1
Insert SQL com 3 arrays na mesma tabela - PYTHON,30/08/19 às 19:06,39.0,2
Problema ao carregar cor detectada pelo arduino,17/09/18 às 12:35,39.0,0
Como iterar uma lista no Flask [fechada],30/06/20 às 10:41,39.0,1
"os.getcwd() e os.listdir() em python estão apontando sempre para a raiz do sistema e não para o diretório atual, alguem sabe me esplicar o motivo?",25/07/20 às 22:10,39.0,0
Inserindo mensagem de erro ao usuário,30/04/20 às 14:16,39.0,2
"prevenção de erros de usuario, codigo em python",2/08/20 às 5:51,39.0,0
Problema com webscrapping (requests),17/02/19 às 14:56,39.0,0
Mostrar itens da lista filtrando por date.today(),27/09/18 às 18:32,39.0,0
Atualizar dados de duas planilhas sem sobrescrever no arquivo fonte,14/05/19 às 3:38,39.0,0
Separar models relacionado no SQLAlchemy,29/06/20 às 13:15,39.0,1
Resolver erro de sintax ao apertar enter no teclado sem digitar nada,22/05/20 às 3:34,39.0,1
Estrutura aninhada dando erro,9/03/20 às 10:30,39.0,0
ValueError: Classification metrics can't handle a mix of multilabel-indicator and binary targets,23/02/20 às 18:14,39.0,-1
Como se cria voids que mudam o valor de uma variável sem IF? (como métodos em Python),28/11/20 às 18:33,39.0,-1
Erro ao compilar Caffe/Pycaffe,16/06/17 às 14:25,39.0,0
Salvar informações da aplicação ao sair (tkinter),11/06/20 às 19:58,39.0,-1
Remover duplicidade de lista com Python,21/05/20 às 12:23,39.0,-1
"discord.py erro no client.send_message(), preciso de ajuda",24/06/20 às 14:23,39.0,-1
Como encontrar blocos de caracteres repetidos dentro de uma string?,6/10/18 às 13:35,39.0,-1
Como usar o super() de forma correta?,28/11/20 às 23:36,39.0,2
Gravar arquivo BLOB SUB_TYPE 1 em TXT,14/02/20 às 16:26,39.0,0
Como faço para atualizar um botão quando de um evento externo?,6/02/18 às 12:15,39.0,0
Como detectar a potência de um numero em Python?,13/11/20 às 19:51,39.0,0
Para que serve e como funciona então uma tupla no python? [duplicada],11/01/17 às 15:38,38.0,0
"Tentando realizar um acesso de um valor dentro de um dicionário em Python, porém acabo recebendo um erro ao printar rodar o código",21/10/20 às 13:22,38.0,-2
Dicionarios dependentes de outros dicionarios,2/05/19 às 20:20,38.0,1
Como trabalhar elementos de uma pagina web em python,20/08/19 às 19:42,38.0,0
Selecionando célula de Lista string em Python,29/10/19 às 14:27,38.0,-1
Erro ao trabalhar com propriedades em python [fechada],8/01/19 às 16:04,38.0,1
Importar funções de scripts externo,7/12/20 às 16:24,38.0,-3
instalacao scapy sem precisar de interface grafica ou arquivo .exe,13/04/19 às 0:20,38.0,1
Mostrar todas as possibilidades de números em Python,30/10/20 às 17:50,38.0,-1
Django retornando ValueError,17/08/17 às 16:49,38.0,1
Qual a diferença entre os métodos de string find e index em python?,26/12/20 às 21:15,38.0,3
Build Java code using Python,28/04/17 às 21:02,38.0,1
Tag de bloco inválido,27/01/19 às 13:16,38.0,1
Percorrer e coletar dados de dicionários dentro de uma lista,5/10/20 às 16:32,38.0,1
Como declarar função objetivo no Python contendo a mesma variável porém para intervalos diferentes?,3/07/18 às 1:45,38.0,1
juntando 3 dataframes,1/04/20 às 13:37,38.0,0
Como solucionar um problema de renomear arquivos URL ENCODED?,13/04/19 às 22:58,38.0,0
Python - Criar variavel dinamica para o firebase,5/10/20 às 10:23,38.0,0
Como criar um objeto solicitando dados ao usuário e executando a partir de uma função?,16/09/20 às 19:04,38.0,-2
Processamento de frame pós-processamento em janelas,3/01/18 às 6:35,38.0,1
“AttributeError: classificadorFinal' object has no attribute 'log_softmax” ao tentar treinar uma rede neural usando pytorch,10/06/20 às 14:21,38.0,2
Excluir trecho de string sempre que se repetir Python,5/08/20 às 23:17,38.0,0
Como funciona esse algoritimo de buscar o menor valor de um array?,ontem,38.0,0
LinearRegression score,17/05/19 às 12:32,38.0,0
Alguém explica como faz o Teste de Miller Rabin?,14/10/20 às 20:06,38.0,0
Usar argumentos numa função provenientes de outra função,1/06/20 às 15:03,38.0,0
Problemas com ascii ao rodar script,29/06/20 às 20:13,38.0,0
"Python erro 535, Incorrect authentication data para envio de email (Resolvido)",29/09/20 às 14:47,38.0,0
Importando Modulo Dentro Do Modulo Python3,6/07/18 às 6:57,38.0,0
Python - Conditional expression,8/07/17 às 17:02,38.0,1
salvando lista de dict em arquivo,8/12/19 às 4:16,38.0,1
“Lista” continua nula depois de usar append Python,18/08/19 às 20:57,38.0,0
Elasticsearch conexão com servidor,13/10/20 às 17:40,38.0,0
Como agrupar dados de um outro agrupamento?,18/12/20 às 18:16,38.0,1
Python - falha de update() em unir dicionários,9/05/20 às 2:39,38.0,-1
Seleção de colunas de um dataframe através do seu índice,18/03/20 às 13:44,38.0,0
Função que retorna uma nova instância de uma classe,29/07/19 às 1:25,38.0,-1
com tranformação [fechada],28/09/18 às 19:47,38.0,0
Como dividir sem usar funções uma string em n partes iguais no python 3.8?,28/10/20 às 17:57,38.0,0
Problema com socket - recv - python [fechada],16/09/19 às 19:24,38.0,0
Não consigo fazer a comparação entrar no elif [duplicada],25/04/19 às 23:13,38.0,0
Instanciando multiplos objetos,5/03/20 às 1:12,38.0,0
Variáveis fora da função,27/08/20 às 22:06,38.0,-1
Como saber quantas vezes o maior valor foi lido (sem lista)?,5/12/20 às 18:03,38.0,0
"Selecionar linhas por primeiros dígitos, e média delas por ano",10/11/18 às 1:10,38.0,0
Transformar objetos str Pandas em valores numericos [fechada],23/10/19 às 23:54,38.0,0
Retornar apenas o nome do arquivo na view,16/12/18 às 21:30,37.0,1
return salvando arquivo hide/bloqueado,16/01/19 às 17:27,37.0,1
Problema c/ swapcaser em python,29/01/18 às 11:49,37.0,1
Como usar o for pra comparar um index específico?,14/12/20 às 20:42,37.0,1
Retornar nome no lugar do ID da chave estrangeira,1/11/20 às 18:37,37.0,0
falha no reconhecimento da seed do random_state do split LinearSVC #python [fechada],11/04/20 às 0:10,37.0,-1
Tenho uma classe simples e ela não atende quando chamo os métodos,14/12/20 às 23:17,37.0,0
Como obter a coordenada X se a condição de Y for cumprida com o Numpy?,20/10/20 às 19:25,37.0,2
duvida na criação de dataframe pandas,11/10/20 às 2:20,37.0,0
Não consigo mudar o verbose_name de um campo,2/04/20 às 13:01,37.0,1
Como importar um CSV enorme em Python? [fechada],19/02/20 às 15:09,37.0,1
Como tocar um áudio em background?,31/05/18 às 21:41,37.0,0
Loop for em lista com vários elementos - Python [fechada],13/11/20 às 3:24,37.0,-1
Como posso dar timeout em uma tentativa de conectar no SQL Server usando sqlalchemy?,17/12/19 às 21:54,37.0,2
Dúvida em dicionário - Python [fechada],26/11/19 às 14:55,37.0,1
Qual é o erro de sintaxe em minha função? [fechada],9/10/20 às 22:56,37.0,-5
Filtrar combobox de acordo com a lista de projetos criados por cada usuário logado em django,25/10/20 às 21:00,37.0,0
Como eu posso chamar um programa.py em um servidor dentro de outro programa.py local?,14/05/18 às 20:20,37.0,0
"Procura em Index no MongoDB retornando palavras não existentes, 'Cama' acha 'Câmera'?",26/01/19 às 20:57,37.0,2
Resultado - .find() - Diferente do esperado,9/10/20 às 13:50,37.0,0
Como utilizar o método TimesTamp().dayofweek em um dataframe?,15/11/19 às 2:16,37.0,0
"ERRO NO NGINX, servidor",15/01/19 às 18:43,37.0,1
Tentando programar puzzle a mudança de elementos em posições equivalentes de dois arrays da erro,29/06/19 às 3:18,37.0,1
É possível chamar um setter dentro de um método da própria classe em python?,12/09/19 às 17:25,37.0,0
"Problema com assign,",3/09/18 às 19:49,37.0,0
Como salvar um input em um arquivo txt [fechada],5/12/19 às 13:22,37.0,-1
Web Scraping com Pandas - Como tratar valores que estão nulos na coleta e como concatenar duas colunas no resultado final?,15/10/20 às 14:50,37.0,-1
Passagem de variaveis de uma função para outra em Python,17/12/19 às 13:45,37.0,-1
Mover arquivos em Python [duplicada],21/12/18 às 11:34,37.0,0
Como atribuir o resultado de um while/for em uma lista para que possa operar com os valores,13/05/20 às 18:43,37.0,-1
Problemas com comando import e from/import,29/08/20 às 5:09,37.0,-1
Como eu considero só o que seja número do que um usuário digitar em um input? (python),5/05/20 às 22:50,37.0,-1
É possível herdar um conjunto limitado de métodos de uma super classe em python?,25/12/20 às 18:49,37.0,-1
Informações não aparecem no formulário ao editar,11/06/20 às 12:15,37.0,-1
Não consigo compreender o porque desse valor NaN na coluna “[letalidadeRegionalSaude]”,16/06/20 às 15:16,37.0,-1
Formatar diferença entre duas datas,26/12/20 às 17:18,37.0,2
Implementando Web Push Notification usando Flask,28/04/19 às 0:18,37.0,1
Problema com a instalação de módulos usando o pip no python [fechada],24/12/20 às 2:14,37.0,-3
por que usuario e criado mas senha não funciona?,26/06/20 às 16:18,37.0,0
Erro ao clicar em um elemento por outro elemento esconder ele,30/05/20 às 9:31,37.0,0
Inserir quebra de linha com base no numero de caracteres evitando cortar as palavras [fechada],19/09/20 às 19:51,37.0,0
Ler arquivo CSV utilizando como delimititador o caractere “?”,9/04/19 às 15:40,37.0,0
Tem como escrever todos os parágrafos que o usuário colocou só depois do laço em sequência? e de forma justificada?,10/10/18 às 18:49,37.0,0
Como poderia reduzir este código?,6/12/18 às 17:07,37.0,-3
Como mover o titulo de uma coluna para outra?? (web scraping-python),20/07/20 às 13:44,37.0,0
Como usar o os.system com Python e Django,20/07/20 às 2:01,37.0,0
Meu script que procura uma string em outra está demorando muito,18/11/18 às 14:12,37.0,0
Problema com iteração em lista usando a função any(),24/07/19 às 18:10,37.0,1
VS Code - Flake8,20/09/20 às 21:12,37.0,0
Reduzir o tempo de execução na simulação em Python,12/04/20 às 15:58,37.0,0
Beautifulsoup - pesquisa de href por texto,7/04/19 às 15:34,37.0,-1
Como exibir o conteúdo aos poucos quando utilizado a função print sem quebra de linha? [duplicada],21/03/19 às 15:34,37.0,2
"Módulo paramiko parcialmente inicializado, não existe atributo 'SSHClient'",23/05/20 às 20:29,37.0,0
Como imprimir/inserir de uma forma organizada dentro de um arquivo csv uma tupla em Python,29/07/20 às 16:34,37.0,3
Camada de saída redes neurais?,20/05/20 às 20:49,37.0,-1
Subistituir string por variavel,6/04/19 às 14:03,37.0,0
Como fazer um código recomeçar de uma linha específica [fechada],17/12/20 às 2:31,36.0,-3
Separando usando o sinal de + ao ler dados do usuário,13/11/17 às 14:46,36.0,0
python sigint e ctrl c apresentam efeitos diferentes,5/07/18 às 23:25,36.0,1
Mudar o local de salvamento de um PDF em Python (pdf.save()),15/10/20 às 0:43,36.0,-1
Função para importar arquivo .py?,4/06/20 às 18:25,36.0,0
Como faço para aplicar uma condição em uma linha que pule a próxima? (iniciante em python),19/09/20 às 23:46,36.0,0
Python - pegar valores do csv em certas condições,2/06/20 às 14:18,36.0,0
Como o módulo random gera resultados aleatórios em Python? [duplicada],23/02/20 às 4:58,36.0,0
"Passando uma lista como loss_weights, ela deve ter uma entrada por saída do modelo. Keras me diz que o modelo tem 1 saída, mas eu pensei ter mais",17/09/19 às 17:49,36.0,1
Função async e tkinter,1/06/20 às 3:30,36.0,0
Qual é a função do pyqtSignal?,1/06/17 às 14:34,36.0,1
Data Frame com as informações do Banco Central do Brasil,23/12/20 às 1:53,36.0,2
Scrapy 1.0 - Configurações de Log,29/03/16 às 13:10,36.0,2
Como parar um for dentro de um while (Python),21/10/20 às 1:15,36.0,0
ERRO 10043 - O protocolo não está configurado no sistema,6/10/20 às 13:26,36.0,0
igualar vetores usando variaveis [fechada],22/10/20 às 17:55,36.0,-3
Query em embedded document,30/07/19 às 6:03,36.0,1
Ajuda - Como retirar marcação azul Pycharm ao digitar,14/08/20 às 22:53,36.0,-2
Meus labels/button da minha biblioteca Tkinter não estão aparecendo,14/07/19 às 20:28,36.0,0
no meu código sempre está dando o seguinte erro 'name (nome) is not defined' [fechada],10/08/20 às 23:39,36.0,-2
ajuda em request,18/06/18 às 2:21,36.0,-2
Buildozer falhou ao executar o último comando - Kivy,30/07/20 às 21:03,36.0,-1
